duration,win_champ,lose_champ,win_tags,lose_tags,win_statperks,lose_statperks,win_styles_primary,lose_styles_primary,win_styles_sub,lose_styles_sub,win_items,lose_items,win_dealt,lose_dealt,win_taken,lose_taken,win_kills,lose_kills,win_deaths,lose_deaths,win_assists,lose_assists,win_heals,lose_heals,win_cs,lose_cs,win_vision,lose_vision
2101,"[200, 266, 360, 555, 38]","[497.0, 141, 777, 236.0, 17]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8010, 9111, 9103, 8299], [8010, 9111, 9104, 8014], [8229, 8224, 8210, 8237], [8369, 8304, 8321, 8347], [9923, 8126, 8136, 8106]]","[[8005, 8009, 9103, 8014], [8008, 9111, 9104, 8014], [8010, 9111, 9105, 8299], [8021, 8009, 9104, 8014], [8465, 8463, 8473, 8242]]","[[8135, 8139], [8143, 8106], [8347, 8304], [8444, 8451], [8473, 8242]]","[[8106, 8136], [8139, 8135], [8234, 8236], [8304, 8345], [8304, 8347]]","[[3877, 3142, 6609, 3179, 3134, 3117, 3364], [6631, 1011, 3071, 3076, 6672, 3047, 3364], [6657, 3040, 3157, 3110, 3089, 3020, 3364], [6673, 6676, 3031, 3047, 1018, 1053, 3364], [6698, 3053, 3047, 3814, 2019, 3133, 3364]]","[[1026, 3020, 2055, 3118, 4645, 6653, 3340], [3031, 6665, 6662, 3153, 3006, 6673, 3364], [3072.0, 6675.0, 6672.0, 3006.0, 3094.0, 0.0, 3363.0], [3876.0, 4638.0, 3067.0, 3047.0, 3110.0, 3002.0, 3364.0], [6698, 3042, 2055, 3047, 6694, 6609, 3364]]","[13274, 24708, 28352, 30570, 42550]","[10582.0, 21808, 32884.0, 35094, 69219]","[27369, 31013, 40197, 50658, 52278]","[24253.0, 24392.0, 30459, 49306, 49885]","[6, 7, 8, 10, 11]","[2.0, 4, 8, 9.0, 15]","[6, 7, 8, 8, 9]","[7.0, 8.0, 8, 9, 10]","[9, 9, 10, 11, 15]","[11.0, 14, 14, 15, 21.0]","[6022, 6814, 11442, 18304, 20925]","[3402, 5152.0, 6827.0, 20549, 25255]","[41, 45, 214, 223, 259]","[10, 40.0, 157, 224.0, 256]","[20, 22, 22, 30, 118]","[20, 24, 27, 36.0, 100.0]"
1717,"[360, 901, 126, 89, 35]","[90, 22.0, 54, 110.0, 121]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5010, 5008]]","[[8010, 8009, 9104, 8299], [8010, 9111, 9103, 8014], [8021, 8009, 9103, 8017], [8439, 8463, 8444, 8242], [9923, 8143, 8138, 8105]]","[[8008, 9101, 9104, 8014], [8214, 8226, 8210, 8236], [8229, 8226, 8210, 8237], [8369, 8304, 8321, 8347], [9923, 8126, 8136, 8106]]","[[8014, 9104], [8226, 8237], [8304, 8347], [8345, 8304], [8347, 8306]]","[[8135, 8143], [8304, 8345], [8345, 8347], [8410, 8345], [8451, 8444]]","[[3050, 3009, 3190, 2055, 3869, 1028, 3364], [3111, 6676, 3031, 6673, 3036, 0, 3363], [3140, 3108, 6665, 4629, 3161, 3158, 3363], [3142, 3158, 2031, 3042, 6694, 2021, 3340], [6698, 3036, 2055, 0, 3009, 6699, 3364]]","[[0, 1054, 3110, 3075, 3047, 3068, 3363], [1055.0, 3153.0, 1043.0, 3006.0, 3124.0, 3086.0, 3363.0], [2055.0, 3133.0, 3877.0, 1055.0, 3158.0, 3179.0, 3364.0], [3070, 4630, 4645, 6653, 4646, 3020, 3364], [3142, 6701, 1037, 2015, 3111, 3814, 3364]]","[7610, 14691, 16644, 20234, 23879]","[9944, 10281.0, 12628.0, 17494, 23574]","[16376, 17234, 19136, 22240, 25936]","[15126, 17697.0, 18081.0, 23555, 35438]","[0, 4, 7, 9, 10]","[0.0, 1, 4.0, 5, 9]","[3, 3, 3, 4, 6]","[3, 4, 5, 9.0, 9.0]","[3, 8, 10, 14, 17]","[5, 6, 6.0, 7, 12.0]","[2138, 3316, 4996, 8257, 13550]","[296.0, 1004, 1144.0, 1302, 21727]","[24, 38, 226, 242, 243]","[17, 27.0, 218.0, 230, 230]","[21, 23, 31, 34, 77]","[24, 26.0, 27, 46, 61.0]"
1103,"[254, 236.0, 111.0, 910, 41]","[63, 777, 21, 40, 1]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008], [5011, 5010, 5008]]","[[8005, 8009, 9103, 8014], [8229, 8226, 8233, 8237], [8351, 8306, 8345, 8347], [8369, 8313, 8321, 8347], [9923, 8143, 8138, 8105]]","[[8005, 8009, 9103, 8014], [8008, 9111, 9104, 8299], [8128, 8126, 8138, 8135], [8214, 8226, 8234, 8237], [8229, 8226, 8234, 8237]]","[[8304, 8345], [8313, 8345], [8451, 8473], [8473, 8242], [9104, 9111]]","[[8139, 8105], [8139, 8106], [8242, 8444], [8304, 8345], [8347, 8304]]","[[1055.0, 3095.0, 6699.0, 3158.0, 0.0, 0.0, 3363.0], [1056, 2055, 4628, 1052, 3040, 3158, 3340], [3142, 3158, 0, 0, 6701, 1033, 3364], [3508, 6675, 1037, 3009, 1018, 3134, 3340], [3869.0, 2055.0, 3190.0, 3111.0, 3076.0, 2031.0, 3364.0]]","[[0, 1101, 0, 3116, 6653, 2422, 3364], [1055, 3006, 6672, 1018, 1037, 0, 3340], [1055, 6676, 3142, 0, 0, 2422, 3340], [2055, 1052, 1082, 3158, 1028, 3118, 3364], [3871, 2031, 2055, 4005, 3009, 1004, 3364]]","[5195.0, 6106.0, 7241, 13591, 14931]","[4634, 6203, 6484, 6929, 8973]","[7867.0, 7910, 8441.0, 9009, 14878]","[7695, 8057, 8385, 15249, 18685]","[2.0, 3, 3.0, 7, 8]","[0, 0, 1, 2, 5]","[1, 1, 1, 2.0, 3.0]","[3, 3, 3, 7, 7]","[0, 2, 3.0, 6, 10.0]","[0, 0, 2, 2, 5]","[235, 918.0, 1492, 1859.0, 7806]","[382, 792, 1348, 1645, 6355]","[9.0, 13, 128.0, 153, 169]","[8, 21, 117, 130, 141]","[7.0, 14, 16, 19, 26.0]","[6, 7, 9, 13, 52]"
1761,"[101.0, 48, 222.0, 157, 24]","[11, 266, 360, 154, 910]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8008, 9111, 9104, 8299], [8008, 9111, 9104, 8299], [8010, 9111, 9104, 8014], [8021, 8009, 9103, 8014], [8369, 8304, 8345, 8347]]","[[8010, 9111, 9103, 8299], [8010, 9111, 9105, 8299], [8369, 8304, 8345, 8347], [8439, 8463, 8429, 8453], [9923, 8143, 8138, 8135]]","[[8143, 8135], [8226, 8237], [8233, 8236], [8473, 8242], [8473, 8446]]","[[8139, 8135], [8236, 8226], [8473, 8453], [9104, 9111], [9105, 9111]]","[[1055.0, 3006.0, 2031.0, 6672.0, 3085.0, 1036.0, 3340.0], [3031, 3091, 0, 6672, 3153, 3006, 3363], [3153, 3077, 3047, 3181, 3078, 3211, 3363], [3153, 6609, 3078, 3047, 1031, 0, 3340], [3871.0, 4646.0, 2031.0, 4628.0, 0.0, 3020.0, 3364.0]]","[[1101, 6672, 3111, 3124, 1043, 1053, 3340], [3053, 6610, 3047, 3161, 0, 0, 3340], [3072, 6673, 3047, 3031, 6676, 3035, 3363], [3089, 3040, 4628, 1058, 3137, 3020, 3340], [3876, 3068, 3075, 3047, 3742, 1011, 3364]]","[11820.0, 16198.0, 18752, 30977, 32277]","[10433, 11795, 19914, 35302, 39101]","[20179.0, 20608.0, 29906, 32132, 41473]","[18943, 23731, 25246, 26139, 41773]","[2.0, 3.0, 7, 10, 11]","[3, 5, 5, 12, 21]","[8.0, 9, 9.0, 10, 10]","[1, 5, 5, 10, 12]","[0, 3, 7.0, 8, 8.0]","[6, 11, 14, 15, 17]","[836.0, 3994.0, 7083, 10021, 14410]","[5598, 6192, 10080, 11130, 25770]","[16, 45.0, 156.0, 176, 198]","[22, 80, 155, 187, 199]","[13.0, 21, 25, 31, 59.0]","[7, 21, 22, 24, 37]"
1355,"[11, 777, 166, 57, 21]","[901.0, 58, 412.0, 3, 64]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5008], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5008]]","[[8005, 8009, 9104, 8017], [8008, 9111, 9104, 8299], [8369, 8304, 8345, 8347], [8439, 8463, 8473, 8242], [9923, 8143, 8138, 8105]]","[[8005, 9111, 9104, 8299], [8010, 9111, 9104, 8014], [8229, 8226, 8233, 8237], [8351, 8306, 8345, 8347], [8439, 8401, 8473, 8451]]","[[8233, 8236], [8313, 8345], [8345, 8347], [8451, 8473], [9111, 9104]]","[[8275, 8210], [8304, 8345], [8304, 8347], [8473, 8242], [8473, 8242]]","[[1055, 3142, 6676, 3009, 3814, 3035, 3363], [1055, 6672, 2031, 3153, 1036, 3047, 3363], [3123, 1043, 1054, 3153, 6670, 3006, 3364], [3876, 3190, 2055, 3002, 3009, 1028, 3364], [6672, 3153, 1037, 1043, 0, 1001, 3364]]","[[0, 3047, 6610, 6692, 1029, 0, 3340], [3020, 4629, 2065, 2055, 0, 0, 3340], [3047.0, 3508.0, 6675.0, 1053.0, 1056.0, 0.0, 3363.0], [3153, 3071, 1028, 1055, 3047, 1036, 3340], [3190.0, 0.0, 3876.0, 3110.0, 3009.0, 0.0, 3364.0]]","[9699, 16323, 17643, 19070, 19586]","[6721.0, 9583, 11570, 13819, 17187.0]","[10076, 12848, 19896, 21376, 22897]","[13470.0, 18522.0, 20442, 21758, 25141]","[3, 4, 4, 10, 14]","[3, 3, 4.0, 4, 6.0]","[0, 3, 4, 6, 7]","[6, 6.0, 6, 7, 10.0]","[6, 7, 10, 11, 20]","[3, 5.0, 6, 8, 10.0]","[2673, 3628, 4973, 5312, 12061]","[0.0, 544, 2009.0, 4451, 9965]","[15, 21, 141, 149, 159]","[11, 13.0, 127, 139.0, 145]","[13, 13, 19, 26, 49]","[11, 12, 16, 17.0, 48.0]"
1726,"[42, 266, 901.0, 910.0, 104]","[110, 35, 76, 92, 61]","[1, 2, 3, 4, 5]","[1, 2, 2, 3, 4]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5008, 5005], [5011, 5008, 5008]]","[[8010, 9111, 9105, 8299], [8021, 8009, 9103, 8017], [8021, 9111, 9104, 8014], [8229, 8226, 8210, 8237], [8369, 8304, 8345, 8347]]","[[8008, 9111, 9104, 8299], [8010, 9111, 9104, 8299], [8128, 8143, 8138, 8135], [8230, 8226, 8233, 8237], [9923, 8143, 8138, 8135]]","[[8139, 8106], [8304, 8345], [8345, 8347], [8347, 8304], [8473, 8453]]","[[8210, 8232], [8345, 8347], [8347, 8313], [8473, 8242], [9104, 8014]]","[[3042, 3118, 6692, 3161, 1036, 3020, 3363], [3053, 3047, 6692, 3161, 3044, 3067, 3340], [3142, 1055, 3047, 6676, 1036, 0, 3364], [3871.0, 2065.0, 2055.0, 3916.0, 4628.0, 3158.0, 3364.0], [6675.0, 1056.0, 3094.0, 3508.0, 1036.0, 3158.0, 3363.0]]","[[1056, 3040, 3137, 4646, 3916, 3020, 3363], [2055, 3157, 3152, 3158, 3145, 3100, 3364], [3142, 3077, 2020, 6699, 3009, 0, 3340], [3161, 3074, 3158, 3123, 1036, 1036, 3340], [3302, 1055, 0, 3124, 3153, 3006, 3363]]","[11974.0, 17452, 19319.0, 24810, 32710]","[10318, 18600, 19094, 20480, 20886]","[12070.0, 16873.0, 22825, 30410, 32541]","[16011, 18568, 27403, 30679, 45589]","[3, 4.0, 5.0, 10, 18]","[2, 3, 6, 7, 11]","[3.0, 3, 3.0, 7, 13]","[4, 7, 8, 9, 12]","[7, 10.0, 11, 12, 13.0]","[1, 1, 6, 11, 11]","[3208.0, 3864, 6337.0, 11466, 17049]","[968, 3087, 3995, 7679, 26114]","[10, 35.0, 184, 201, 237.0]","[8, 21, 185, 194, 209]","[17, 20, 25, 29.0, 77.0]","[11, 15, 24, 27, 34]"
1873,"[18, 245, 114, 555, 76]","[67, 222.0, 60, 134, 101.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8008, 9111, 9103, 8014], [8128, 8143, 8138, 8135], [8437, 8446, 8444, 8242], [9923, 8126, 8136, 8106], [9923, 8143, 8138, 8105]]","[[8008, 8009, 9103, 8014], [8008, 9101, 9103, 8014], [8112, 8126, 8138, 8105], [8230, 8226, 8210, 8237], [8369, 8304, 8345, 8347]]","[[8139, 8135], [8210, 8232], [8226, 8237], [8233, 8237], [8473, 8242]]","[[8014, 9111], [8139, 8135], [8226, 8237], [8345, 8347], [8429, 8451]]","[[3072, 6672, 1038, 3094, 6675, 3006, 3363], [3074, 3047, 3078, 1037, 3181, 0, 3364], [3102, 0, 1082, 3020, 3137, 3100, 3364], [3115, 3020, 1058, 1082, 3100, 1058, 3364], [3877, 3142, 4638, 3814, 3117, 3179, 3364]]","[[1056, 3165, 4645, 3020, 3040, 1058, 3340], [3031.0, 6672.0, 3006.0, 3094.0, 1036.0, 1036.0, 3363.0], [3085, 0, 3006, 3153, 3124, 0, 3363], [3871.0, 6655.0, 4646.0, 3020.0, 3145.0, 0.0, 3364.0], [8020, 3020, 3157, 1082, 3100, 0, 3364]]","[12387, 14359, 14431, 20840, 34140]","[16794.0, 17923.0, 20398, 20414, 24068]","[19579, 23434, 28498, 32863, 33969]","[10471, 18847.0, 28143, 29303, 29368.0]","[2, 2, 5, 12, 13]","[2.0, 3, 4.0, 5, 7]","[1, 4, 4, 5, 7]","[2, 3, 7, 9.0, 13.0]","[6, 7, 8, 9, 14]","[4, 4, 5, 5.0, 6.0]","[5397, 7470, 9378, 14258, 26047]","[673.0, 828, 5279.0, 5951, 15267]","[22, 26, 194, 204, 243]","[32, 64.0, 190.0, 216, 246]","[16, 27, 34, 35, 112]","[15, 15.0, 23, 44, 64.0]"
954,"[89, 875, 360, 203, 3]","[4.0, 63, 897, 245, 53.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5001, 5007], [5011, 5008, 5008]]","[[5001, 5001, 5005], [5001, 5001, 5007], [5001, 5008, 5007], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8005, 9111, 9104, 8014], [8008, 9111, 9104, 8299], [8010, 9111, 9103, 8299], [8439, 8401, 8473, 8451], [8439, 8463, 8444, 8242]]","[[8021, 9101, 9104, 8014], [8128, 8126, 8138, 8135], [8437, 8446, 8429, 8451], [8439, 8446, 8429, 8451], [9923, 8143, 8138, 8105]]","[[8135, 8139], [8143, 8135], [8210, 8275], [8306, 8345], [8451, 8444]]","[[8233, 8237], [8304, 8347], [8304, 8347], [8345, 8347], [8410, 8345]]","[[0, 2055, 1028, 6672, 3111, 1101, 3513], [1055, 6676, 3047, 3031, 1036, 1037, 3363], [2065, 0, 3108, 1056, 3111, 1052, 3364], [3869, 2031, 3190, 3111, 1029, 0, 3364], [6631, 0, 3047, 1054, 0, 0, 3340]]","[[1054, 3047, 6660, 1031, 0, 0, 3340], [1055.0, 2031.0, 3087.0, 3086.0, 3006.0, 2015.0, 3340.0], [1056, 3100, 1052, 2031, 1001, 0, 3340], [1101, 6653, 0, 0, 2422, 0, 3364], [3869.0, 2031.0, 1031.0, 3066.0, 3009.0, 0.0, 3340.0]]","[2942, 5265, 8908, 11317, 14253]","[3845.0, 3973, 4519, 6917, 7128.0]","[4377, 10208, 10747, 13168, 13923]","[9073.0, 10007, 10291.0, 12058, 12758]","[0, 1, 3, 5, 12]","[0, 1, 1.0, 2, 3.0]","[0, 0, 1, 2, 4]","[3, 4, 4, 5.0, 5.0]","[2, 2, 2, 7, 9]","[0.0, 0, 1, 2, 4.0]","[413, 564, 1339, 3892, 9027]","[0.0, 842.0, 1581, 1949, 5787]","[14, 23, 112, 123, 133]","[15, 20.0, 78, 105.0, 116]","[8, 8, 14, 19, 23]","[6, 8.0, 11, 14, 15.0]"
1966,"[61, 54, 57.0, 21.0, 64]","[104, 910, 875, 43, 81]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5001, 5008], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8010, 9111, 9104, 8014], [8230, 8226, 8210, 8237], [8369, 8304, 8345, 8347], [8437, 8401, 8429, 8451], [8439, 8463, 8473, 8242]]","[[8005, 8009, 9103, 8014], [8021, 9111, 9104, 8014], [8229, 8226, 8210, 8237], [8229, 8226, 8210, 8237], [8437, 8401, 8444, 8451]]","[[8226, 8210], [8226, 8236], [8321, 8347], [8345, 8347], [8347, 8306]]","[[8126, 8106], [8299, 9111], [8304, 8345], [8304, 8347], [8345, 8347]]","[[2504, 3075, 3068, 3110, 3047, 0, 3364], [3071, 3047, 6698, 2055, 3161, 0, 3340], [3876.0, 3190.0, 3002.0, 3211.0, 1028.0, 3009.0, 3364.0], [6655, 4646, 3157, 3020, 1052, 1058, 3363], [6676.0, 3142.0, 2019.0, 3814.0, 3009.0, 6694.0, 3363.0]]","[[1055, 3508, 3158, 3042, 3110, 3035, 3363], [3009, 6697, 2055, 3036, 6701, 3134, 3364], [3040, 6653, 0, 4630, 4628, 3158, 3363], [3053, 3111, 6631, 3181, 1057, 3066, 3340], [3158, 3118, 3871, 4005, 4642, 0, 3364]]","[7066.0, 16158, 21519, 21899, 24370.0]","[13989, 14069, 14112, 20653, 29997]","[17370.0, 20086, 21615, 24557.0, 34213]","[11709, 17184, 22409, 26973, 37895]","[3.0, 4, 4, 5, 13.0]","[1, 1, 3, 4, 5]","[2.0, 2, 3, 3.0, 4]","[4, 6, 6, 6, 7]","[8.0, 9, 15, 15, 18.0]","[0, 3, 4, 5, 6]","[4780, 5046, 6154.0, 6723.0, 20618]","[3, 1461, 1597, 2859, 14555]","[22, 40.0, 203, 239, 247.0]","[21, 39, 233, 252, 277]","[15, 16.0, 32, 41, 101.0]","[30, 34, 36, 38, 69]"
1871,"[427, 134, 43.0, 901.0, 777]","[57, 202, 91, 143, 20]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008], [5001, 5010, 5007]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8008, 9111, 9104, 8014], [8214, 8275, 8210, 8232], [8229, 8226, 8210, 8237], [8229, 8226, 8210, 8237], [8369, 8304, 8316, 8347]]","[[8021, 8009, 9103, 8014], [8229, 8226, 8210, 8237], [8230, 8275, 8234, 8232], [8369, 8304, 8316, 8347], [8437, 8446, 8444, 8242]]","[[8138, 8105], [8139, 8135], [8226, 8210], [8304, 8345], [8345, 8347]]","[[8105, 8139], [8143, 8135], [8234, 8236], [8345, 8347], [9105, 9111]]","[[3033, 3006, 6672, 3153, 6662, 1057, 3340], [3107, 3158, 0, 6617, 6616, 3504, 3364], [3157, 4646, 3089, 6655, 3020, 0, 3340], [3158.0, 3094.0, 1082.0, 3508.0, 6675.0, 3072.0, 3363.0], [3871.0, 4005.0, 3118.0, 3020.0, 2055.0, 3916.0, 3364.0]]","[[3024, 6653, 2504, 0, 3047, 0, 3364], [3094, 6697, 3142, 3009, 1055, 3155, 3363], [3165, 3871, 3020, 6653, 0, 0, 3364], [6664, 3075, 1052, 3110, 0, 3047, 3364], [6698, 3814, 6695, 3142, 2055, 3111, 3364]]","[16851.0, 17192, 30690.0, 38483, 44600]","[10861, 18063, 18813, 21719, 22498]","[19144, 19207.0, 20802.0, 24614, 30482]","[22023, 29529, 30429, 46213, 48070]","[1.0, 5, 10, 10, 15.0]","[1, 2, 3, 5, 7]","[1, 3, 3.0, 4.0, 7]","[5, 8, 8, 9, 11]","[6, 7.0, 15, 20.0, 28]","[5, 5, 7, 7, 8]","[2188.0, 3809, 6240.0, 8806, 17726]","[3711, 4685, 5285, 10515, 21481]","[17, 26.0, 202, 206, 221.0]","[12, 37, 147, 199, 237]","[21, 33, 39.0, 40, 82.0]","[17, 22, 26, 36, 79]"
1591,"[8, 48, 429, 57, 517]","[107, 777, 18, 12.0, 145.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5008], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008]]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005]]","[[8008, 9111, 9104, 8014], [8008, 9111, 9104, 8299], [8128, 8143, 8138, 8135], [8214, 8275, 8210, 8236], [8439, 8463, 8473, 8242]]","[[8008, 9111, 9104, 8299], [8021, 9101, 9104, 8014], [8369, 8304, 8321, 8347], [8439, 8463, 8473, 8242], [9923, 8139, 8138, 8135]]","[[8135, 8139], [8304, 8347], [8304, 8347], [8345, 8347], [8473, 8446]]","[[8143, 8135], [8242, 8473], [8304, 8345], [8347, 8306], [8446, 8473]]","[[2420, 4646, 1082, 3158, 4645, 1058, 3364], [3074, 3047, 1055, 3078, 3181, 3076, 3340], [3124, 3085, 1038, 3153, 3006, 1053, 3363], [3157, 3152, 1058, 4646, 1052, 3020, 3363], [3876, 2055, 3002, 3047, 3075, 1028, 3364]]","[[0, 6698, 3814, 1036, 6701, 3158, 3364], [1053, 1018, 1055, 6672, 3006, 6675, 3363], [1055.0, 3006.0, 2055.0, 6692.0, 4645.0, 3115.0, 3363.0], [3067.0, 3876.0, 1029.0, 3076.0, 3002.0, 3047.0, 3364.0], [3072, 6672, 3006, 0, 3123, 0, 3363]]","[9091, 18408, 18796, 23588, 26499]","[6345.0, 15168, 15890, 18706, 28307.0]","[18373, 19047, 28074, 28447, 33077]","[19311.0, 21869.0, 23570, 25085, 32181]","[3, 7, 9, 10, 11]","[1.0, 4, 4, 5, 6.0]","[1, 4, 4, 5, 6]","[7.0, 8, 8, 8.0, 9]","[5, 7, 10, 12, 16]","[1, 2, 5.0, 6, 9.0]","[3654, 8344, 12415, 19691, 31181]","[2374, 2546.0, 4325.0, 4655, 14201]","[15, 20, 186, 203, 204]","[22.0, 48, 176, 181, 187.0]","[16, 16, 27, 35, 64]","[10, 12, 16.0, 25, 64.0]"
1416,"[63, 203, 517, 157, 53]","[234, 8, 201.0, 901.0, 114]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5007], [5001, 5001, 5007], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5008, 5005]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5011, 5008, 5005]]","[[8005, 9111, 9104, 8014], [8008, 9111, 9104, 8299], [8112, 8143, 8138, 8105], [8230, 8226, 8210, 8237], [8351, 8306, 8345, 8347]]","[[8010, 9111, 9104, 8014], [8021, 8009, 9103, 8017], [8214, 8275, 8210, 8237], [8437, 8446, 8444, 8242], [8465, 8463, 8473, 8242]]","[[8143, 8135], [8237, 8210], [8304, 8410], [8444, 8451], [8473, 8242]]","[[8226, 8237], [8299, 9111], [8304, 8345], [8345, 8347], [8347, 8304]]","[[1011, 3076, 3869, 3002, 3117, 0, 3364], [3073, 3006, 6672, 2055, 6676, 3302, 3364], [3100, 3145, 4646, 1058, 3020, 0, 3363], [3153, 6673, 1031, 3057, 3006, 1028, 3363], [3165, 1056, 3116, 3020, 6653, 1058, 3340]]","[[1056.0, 2015.0, 3508.0, 3009.0, 3161.0, 3086.0, 3363.0], [1056, 3152, 3020, 4646, 3916, 3108, 3363], [2055.0, 3143.0, 3869.0, 3047.0, 1033.0, 1029.0, 3364.0], [3074, 1054, 3123, 3111, 1036, 0, 3340], [3153, 6672, 3047, 6610, 1036, 1101, 3340]]","[6032, 15161, 28562, 29509, 31576]","[8631.0, 9845, 18128.0, 20041, 22702]","[12435, 19407, 20930, 25213, 26821]","[18733.0, 19893.0, 24903, 32019, 34107]","[1, 7, 8, 9, 21]","[0, 0.0, 5.0, 7, 15]","[1, 5, 6, 7, 8]","[7, 7.0, 9, 9.0, 14]","[6, 8, 10, 10, 18]","[3, 5, 6, 7.0, 16.0]","[1010, 1270, 5546, 8254, 12466]","[2171.0, 3341.0, 3708, 10213, 12948]","[16, 20, 141, 171, 176]","[1, 16.0, 89, 139, 181.0]","[8, 17, 24, 28, 59]","[10, 11, 12, 16.0, 63.0]"
