duration,win_champ,lose_champ,win_tags,lose_tags,win_statperks,lose_statperks,win_styles_primary,lose_styles_primary,win_styles_sub,lose_styles_sub,win_items,lose_items,win_dealt,lose_dealt,win_taken,lose_taken,win_kills,lose_kills,win_deaths,lose_deaths,win_assists,lose_assists,win_heals,lose_heals,win_cs,lose_cs,win_vision,lose_vision
1194,"[43, 81, 84, 875, 91]","[777, 126, 145.0, 33, 40.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8005, 8009, 9103, 8014], [8005, 9111, 9104, 8299], [8021, 8009, 9105, 8014], [8229, 8226, 8210, 8237], [8369, 8304, 8321, 8347]]","[[8008, 9111, 9104, 8299], [8010, 8009, 9104, 8299], [8351, 8304, 8345, 8347], [8439, 8463, 8429, 8242], [9923, 8139, 8138, 8135]]","[[8135, 8138], [8345, 8304], [8345, 8347], [8451, 8444], [8451, 8444]]","[[8234, 8232], [8304, 8345], [8345, 8304], [8444, 8451], [8453, 8444]]","[[1037, 3042, 3508, 1055, 3158, 3133, 3363], [3100, 1054, 4645, 3020, 1052, 0, 3364], [3118, 3871, 3108, 3158, 2022, 2055, 3364], [3142, 0, 0, 0, 3133, 3047, 3364], [6631, 2031, 0, 3181, 1054, 1001, 3364]]","[[1036, 2055, 1055, 3042, 6692, 3158, 3340], [2055.0, 6617.0, 3870.0, 4642.0, 3009.0, 0.0, 3364.0], [3006, 0, 0, 3153, 1053, 1055, 3364], [3076, 6664, 3047, 2055, 1028, 0, 3364], [6692.0, 3108.0, 1036.0, 3006.0, 1055.0, 1043.0, 3363.0]]","[6395, 9266, 12605, 14171, 20732]","[2514, 5633.0, 8945.0, 13406, 16713]","[9223, 9228, 14571, 20804, 22830]","[9356.0, 12809.0, 15708, 16084, 22333]","[1, 2, 3, 6, 8]","[1.0, 1, 2.0, 3, 3]","[1, 2, 2, 3, 3]","[1, 2.0, 4.0, 6, 7]","[2, 2, 3, 3, 5]","[0, 2, 3, 4.0, 5.0]","[1122, 1172, 3295, 3693, 13243]","[1045.0, 1214, 3752, 4726.0, 9345]","[19, 19, 158, 162, 165]","[18, 25.0, 129, 136, 141.0]","[9, 13, 15, 20, 34]","[11, 12.0, 13, 14, 46.0]"
1554,"[39, 110.0, 99.0, 76, 517]","[901, 54, 143, 84, 104]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8010, 8009, 9105, 8299], [8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8229, 8226, 8210, 8237], [9923, 8139, 8138, 8135]]","[[8010, 8009, 9105, 8014], [8021, 8009, 9103, 8017], [8021, 9111, 9104, 8014], [8229, 8226, 8210, 8237], [8229, 8226, 8210, 8237]]","[[8126, 8106], [8210, 8232], [8345, 8347], [8345, 8347], [8444, 8242]]","[[8105, 8139], [8304, 8345], [8347, 8304], [8444, 8451], [8451, 8444]]","[[2421, 3020, 3100, 4646, 1058, 0, 3364], [3153.0, 1043.0, 3006.0, 3091.0, 3124.0, 1042.0, 3363.0], [3153, 3111, 2055, 6672, 1057, 3091, 3363], [3871.0, 2031.0, 2421.0, 0.0, 6655.0, 3020.0, 3364.0], [4646, 1056, 2421, 1058, 4645, 3020, 3364]]","[[1055, 3508, 3161, 3158, 1018, 2015, 3363], [3100, 4645, 1029, 1001, 3916, 0, 3364], [3118, 4646, 2033, 3145, 1058, 3020, 3364], [3142, 6676, 2422, 2055, 0, 0, 3364], [3871, 1056, 2055, 1011, 6653, 3020, 3364]]","[11063.0, 13691, 18687.0, 24044, 26223]","[9029, 11019, 11444, 12876, 16783]","[10795.0, 12041.0, 24037, 24856, 28440]","[14544, 19136, 23361, 25315, 28388]","[1.0, 5.0, 9, 11, 11]","[0, 1, 1, 2, 5]","[1.0, 1, 2, 3.0, 3]","[3, 7, 8, 9, 10]","[2, 6, 7, 8.0, 14.0]","[1, 1, 3, 3, 4]","[926.0, 4376.0, 6393, 10325, 22111]","[1344, 1625, 2466, 3699, 11224]","[18, 34.0, 135, 219, 219.0]","[22, 37, 158, 160, 214]","[15.0, 19, 26, 27, 64.0]","[8, 13, 14, 20, 38]"
1710,"[498.0, 64, 89.0, 48, 517]","[234, 111, 61, 6, 15]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[8008, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8112, 8143, 8138, 8105], [8437, 8446, 8444, 8453], [8439, 8463, 8473, 8242]]","[[8005, 9111, 9105, 8299], [8008, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8230, 8226, 8210, 8236], [8351, 8306, 8345, 8347]]","[[8139, 8106], [8210, 8237], [8304, 8347], [8347, 8306], [9111, 9104]]","[[8009, 8017], [8304, 8347], [8345, 8304], [8451, 8473], [8473, 8242]]","[[0, 0, 3053, 6692, 6610, 3158, 3340], [3026.0, 6675.0, 3006.0, 3046.0, 3036.0, 6672.0, 3363.0], [3050.0, 3869.0, 3158.0, 2055.0, 3110.0, 3067.0, 3364.0], [3075, 3047, 3748, 2055, 3078, 0, 3340], [3152, 3100, 1052, 3020, 1052, 1058, 3364]]","[[1055, 3053, 3047, 3071, 3181, 0, 3364], [1056, 3020, 1026, 4630, 3040, 3165, 3363], [3006, 1055, 2055, 3036, 3087, 6675, 3363], [3047, 3078, 6672, 6610, 2021, 0, 3364], [3869, 3190, 3050, 3111, 1028, 0, 3364]]","[9949, 10275.0, 15195, 18692, 26319.0]","[3846, 13331, 13601, 14895, 20217]","[12204.0, 12291.0, 23195, 25459, 28482]","[15821, 16462, 16836, 21519, 26498]","[3, 3.0, 3, 11, 12.0]","[1, 1, 2, 6, 9]","[2.0, 2.0, 4, 5, 6]","[5, 6, 6, 7, 8]","[3, 7, 9.0, 10, 16.0]","[1, 4, 5, 7, 11]","[1240.0, 4088.0, 5002, 9513, 17818]","[307, 460, 2103, 2616, 10316]","[14, 34.0, 165, 220, 294.0]","[26, 38, 182, 216, 274]","[14, 33, 36, 38.0, 79.0]","[11, 14, 25, 39, 53]"
1472,"[143.0, 777, 59, 145.0, 54]","[517, 107, 222, 25, 897]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5008], [5013, 5008, 5007]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[8008, 9111, 9104, 8299], [8010, 9111, 9104, 8014], [8128, 8126, 8138, 8105], [8229, 8226, 8210, 8237], [9923, 8139, 8138, 8135]]","[[8008, 8009, 9103, 8014], [8112, 8143, 8138, 8105], [8112, 8143, 8138, 8105], [8351, 8313, 8345, 8347], [8437, 8401, 8444, 8451]]","[[8226, 8210], [8242, 8444], [8304, 8347], [8313, 8345], [8345, 8304]]","[[8226, 8210], [8233, 8236], [8321, 8304], [8345, 8313], [8473, 8453]]","[[3110, 3047, 2502, 6610, 0, 3161, 3364], [3124.0, 6672.0, 3006.0, 3302.0, 0.0, 0.0, 3363.0], [3153, 6673, 3031, 3006, 3057, 1031, 3364], [3211, 1033, 1056, 3158, 3068, 3110, 3364], [3871.0, 1011.0, 2055.0, 6653.0, 3020.0, 1026.0, 3364.0]]","[[1055, 6672, 3006, 1018, 3035, 0, 3363], [1082, 6653, 3871, 3009, 1052, 2055, 3364], [3047, 6662, 3068, 2055, 1054, 3076, 3364], [3100, 4645, 3158, 1082, 1052, 1056, 3364], [6696, 6698, 3158, 3134, 6690, 0, 3364]]","[14719.0, 16024.0, 17241, 18360, 32653]","[7275, 10585, 14119, 15953, 23120]","[10748.0, 13436.0, 13697, 23336, 29111]","[14255, 15341, 27130, 31106, 32206]","[2, 4.0, 7.0, 11, 13]","[1, 2, 2, 6, 8]","[0, 3, 4.0, 6, 6.0]","[6, 6, 6, 9, 10]","[4, 8.0, 10, 10.0, 17]","[3, 3, 4, 5, 6]","[530, 891.0, 2253.0, 8681, 16601]","[932, 1476, 4237, 5572, 13199]","[22, 26.0, 153, 186, 199.0]","[14, 38, 126, 158, 171]","[16, 20, 21, 27.0, 65.0]","[7, 13, 16, 17, 19]"
1498,"[21.0, 131, 36, 11, 164.0]","[10, 222, 111, 103, 163]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5008], [5013, 5008, 5008]]","[[5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8008, 9111, 9104, 8014], [8230, 8226, 8210, 8237], [8369, 8304, 8345, 8347], [8437, 8446, 8429, 8451], [9923, 8143, 8136, 8105]]","[[8008, 8009, 9103, 8014], [8021, 9101, 9104, 8299], [8112, 8139, 8138, 8106], [8128, 8126, 8138, 8135], [8439, 8401, 8473, 8242]]","[[8138, 8135], [8236, 8226], [8304, 8410], [8401, 8444], [8401, 8473]]","[[8210, 8226], [8233, 8236], [8242, 8429], [8345, 8347], [8347, 8304]]","[[1054, 3065, 3068, 3084, 3009, 2502, 3364], [2420, 1082, 4628, 3100, 3137, 3158, 3364], [3877.0, 6692.0, 1036.0, 3158.0, 6610.0, 1055.0, 3364.0], [6672, 3153, 3111, 3124, 3091, 0, 3364], [6676.0, 3031.0, 3142.0, 3086.0, 3009.0, 2015.0, 3363.0]]","[[1055, 3006, 6672, 3124, 1043, 0, 3340], [3047, 3869, 3190, 3109, 0, 0, 3364], [3118, 6653, 2420, 3158, 0, 1056, 3364], [4645, 6655, 3020, 3116, 1082, 0, 3364], [6672, 3087, 3031, 1018, 0, 3006, 3363]]","[14039.0, 17757, 21926.0, 22286, 22586]","[7307, 16934, 20664, 22025, 22266]","[13398.0, 19951, 25053, 25901.0, 47225]","[19501, 20970, 21366, 23014, 24068]","[4.0, 5, 10.0, 10, 15]","[2, 4, 5, 7, 9]","[0, 3.0, 5, 6, 13.0]","[8, 8, 9, 9, 10]","[6, 8, 10, 11.0, 12.0]","[2, 5, 8, 10, 12]","[2490.0, 2704.0, 3697, 13558, 18932]","[1026, 2150, 2580, 4068, 5485]","[19.0, 26, 143, 163.0, 220]","[17, 28, 168, 186, 206]","[11, 11.0, 17, 29, 81.0]","[10, 10, 14, 17, 57]"
1172,"[122, 350.0, 64, 245, 18.0]","[103, 147, 421, 236, 234]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008]]","[[8008, 9111, 9103, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9105, 8299], [8112, 8143, 8138, 8135], [8214, 8226, 8210, 8237]]","[[8005, 8009, 9103, 8014], [8010, 9111, 9104, 8014], [8214, 8226, 8210, 8237], [8214, 8226, 8210, 8237], [8437, 8446, 8444, 8451]]","[[8135, 8139], [8233, 8237], [8304, 8347], [8444, 8453], [8463, 8453]]","[[8304, 8347], [8345, 8304], [8345, 8347], [8473, 8451], [9105, 8014]]","[[1055, 3047, 1057, 3078, 3053, 3066, 3364], [1055.0, 3133.0, 2031.0, 3006.0, 6672.0, 1037.0, 3363.0], [1056, 2031, 3020, 1058, 3115, 3100, 3340], [3870.0, 3222.0, 2003.0, 2055.0, 4642.0, 1052.0, 3364.0], [6692, 6610, 2055, 3111, 2021, 1037, 3340]]","[[0, 2055, 3047, 6672, 3078, 0, 3364], [1018, 6672, 3158, 1055, 3133, 1037, 3340], [1056, 3118, 3020, 3147, 1052, 1026, 3340], [3068, 3211, 0, 0, 3047, 1054, 3340], [3871, 2065, 3158, 3070, 0, 0, 3364]]","[3257.0, 5897.0, 11670, 14335, 21719]","[6292, 8853, 9668, 10185, 10623]","[3605.0, 11099.0, 12839, 18168, 20233]","[7764, 10029, 12952, 21102, 23399]","[0.0, 2.0, 7, 7, 8]","[0, 0, 1, 3, 7]","[1, 2, 2.0, 2.0, 4]","[2, 4, 6, 6, 6]","[1, 4, 4.0, 8.0, 10]","[2, 3, 3, 4, 5]","[2010.0, 3076, 3160.0, 6167, 12839]","[385, 986, 2028, 8458, 8696]","[7, 17.0, 144.0, 156, 162]","[19, 20, 113, 142, 182]","[17, 17, 22.0, 22, 30.0]","[12, 17, 17, 20, 32]"
1567,"[22.0, 68, 235.0, 29, 107]","[8, 777, 222, 412, 141]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5011, 5008, 5005], [5011, 5008, 5005], [5011, 5008, 5005], [5011, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5010, 5007]]","[[8005, 9111, 9104, 8014], [8008, 8009, 9103, 8014], [8021, 8009, 9104, 8014], [8021, 9111, 9104, 8299], [8229, 8275, 8233, 8237]]","[[8008, 8009, 9103, 8014], [8008, 9111, 9104, 8299], [8128, 8143, 8138, 8105], [8214, 8275, 8210, 8237], [8439, 8463, 8473, 8242]]","[[8143, 8138], [8242, 8473], [8410, 8345], [8410, 8345], [8453, 8444]]","[[8233, 8236], [8242, 8444], [8304, 8345], [8313, 8347], [8347, 8345]]","[[1055.0, 6672.0, 3078.0, 1043.0, 3086.0, 3047.0, 3363.0], [3031, 0, 0, 6672, 3095, 3006, 3364], [3047, 4645, 6653, 3082, 1011, 1054, 3363], [3074, 6610, 6333, 1028, 3158, 1055, 3364], [3179.0, 3877.0, 0.0, 3134.0, 6701.0, 3009.0, 3364.0]]","[[1037, 1018, 3006, 3087, 6672, 1055, 3363], [1054, 3156, 6672, 3006, 1037, 0, 3364], [1056, 3165, 4633, 3158, 0, 0, 3340], [3158, 3070, 6692, 6701, 3133, 1036, 3364], [3190, 3876, 2055, 2031, 3158, 3067, 3364]]","[9590.0, 12183.0, 13862, 16418, 23792]","[3939, 6116, 8938, 11221, 14406]","[8604.0, 10111, 10987.0, 18142, 41167]","[15571, 15588, 18613, 20153, 27304]","[2.0, 2.0, 4, 5, 8]","[0, 0, 1, 1, 5]","[0.0, 1, 1, 2.0, 3]","[4, 4, 4, 4, 5]","[4, 6, 7.0, 9.0, 9]","[0, 2, 3, 3, 4]","[641, 4098.0, 7104.0, 12457, 23520]","[1045, 2127, 3383, 13265, 14953]","[14, 25.0, 182, 211, 245.0]","[29, 35, 181, 194, 237]","[20, 28, 29, 36.0, 73.0]","[13, 14, 23, 28, 53]"
1703,"[120, 4.0, 35.0, 517, 897]","[103, 106, 5, 110, 53]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5010, 5008], [5011, 5008, 5005]]","[[5001, 5001, 5007], [5001, 5001, 5007], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5005]]","[[8010, 9111, 9105, 8299], [8021, 9111, 9103, 8017], [8112, 8143, 8138, 8105], [8229, 8226, 8234, 8237], [8437, 8446, 8429, 8451]]","[[8010, 9111, 9104, 8014], [8112, 8139, 8138, 8106], [8351, 8306, 8345, 8347], [8437, 8446, 8444, 8453], [9923, 8139, 8138, 8135]]","[[8126, 8105], [8210, 8237], [8275, 8234], [8345, 8347], [8410, 8345]]","[[8139, 8134], [8210, 8226], [8304, 8347], [8345, 8347], [8473, 8242]]","[[3095.0, 3009.0, 3087.0, 3094.0, 6672.0, 0.0, 3363.0], [3871.0, 3158.0, 3040.0, 3916.0, 3118.0, 2055.0, 3364.0], [4646, 4645, 2421, 3020, 3089, 0, 3364], [6631, 3071, 2055, 6610, 3158, 3161, 3340], [6664, 6662, 3076, 1031, 1057, 3047, 3340]]","[[1056, 2502, 3121, 3065, 3158, 0, 3340], [1056, 3118, 6653, 3158, 1052, 1052, 3363], [3002, 3190, 3869, 0, 3076, 3117, 3364], [3142, 3042, 3814, 1036, 6701, 3009, 3363], [6610, 3111, 3748, 2021, 0, 1028, 3364]]","[18775.0, 21338.0, 32411, 39324, 50346]","[8876, 15883, 19253, 24854, 32054]","[15623.0, 16502.0, 29845, 36775, 50102]","[22545, 27256, 28236, 48927, 61917]","[3, 4.0, 8.0, 13, 16]","[2, 2, 3, 6, 7]","[2, 3.0, 4, 4.0, 7]","[8, 8, 9, 9, 10]","[6, 11, 13.0, 14.0, 14]","[1, 2, 4, 6, 8]","[3487.0, 7455.0, 8661, 9708, 35142]","[432, 1914, 3450, 20635, 21688]","[47, 65.0, 170, 171, 188.0]","[26, 38, 167, 187, 230]","[11.0, 26, 26, 33, 82.0]","[13, 15, 25, 28, 69]"
2276,"[9, 59, 157, 54, 119]","[222.0, 117.0, 79, 42, 5]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5001, 5008], [5011, 5008, 5005]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008], [5011, 5008, 5005]]","[[8008, 8009, 9103, 8014], [8008, 9111, 9104, 8014], [8010, 9111, 9104, 8014], [8229, 8226, 8210, 8237], [8437, 8401, 8429, 8451]]","[[8008, 8009, 9103, 8014], [8008, 9111, 9104, 8014], [8214, 8226, 8210, 8237], [8230, 8226, 8210, 8237], [8369, 8304, 8345, 8347]]","[[8126, 8106], [8139, 8134], [8139, 8135], [8210, 8226], [8347, 8304]]","[[8106, 8139], [8233, 8236], [8345, 8347], [8345, 8347], [8347, 8304]]","[[1031, 6692, 3508, 6673, 3009, 1057, 3363], [3190, 6610, 3082, 3047, 3156, 3161, 3364], [3871, 3118, 3157, 3020, 3145, 3067, 3330], [6665, 6662, 6664, 3047, 3075, 3110, 3363], [6672, 3006, 3031, 6673, 6333, 1057, 3363]]","[[3031.0, 6672.0, 3036.0, 3006.0, 3046.0, 6673.0, 3363.0], [3100, 3157, 0, 3020, 0, 4645, 3364], [3110, 3748, 3109, 3047, 6610, 3044, 3364], [3158.0, 2055.0, 3870.0, 2065.0, 3165.0, 3504.0, 3364.0], [6692, 3118, 3161, 3137, 3042, 3020, 3363]]","[19680, 19868, 33090, 41325, 49930]","[10066.0, 26339, 29974, 35378.0, 44506]","[24406, 32937, 38507, 43784, 45455]","[22944.0, 25055.0, 39419, 45945, 62428]","[0, 2, 7, 16, 17]","[0.0, 4, 8, 8, 12.0]","[3, 5, 5, 9, 10]","[5.0, 7.0, 8, 11, 11]","[6, 8, 11, 19, 24]","[7.0, 11, 12, 12, 22.0]","[6201, 8352, 9213, 11509, 21407]","[1616.0, 4082, 6873.0, 12927, 32176]","[19, 52, 230, 251, 275]","[27.0, 29, 189, 270, 294.0]","[12, 12, 27, 44, 115]","[21, 25, 29.0, 42, 116.0]"
1417,"[901, 39, 11, 35, 103]","[43, 236.0, 64, 166, 74.0]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5011, 5008, 5005], [5011, 5008, 5005], [5011, 5008, 5008]]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5007], [5001, 5008, 5008]]","[[8010, 9111, 9103, 8299], [8021, 8009, 9103, 8017], [8214, 8226, 8210, 8237], [9923, 8143, 8138, 8105], [9923, 8143, 8138, 8135]]","[[8005, 8009, 9103, 8014], [8005, 8009, 9104, 8014], [8010, 9111, 9104, 8014], [8229, 8226, 8210, 8236], [8229, 8226, 8233, 8237]]","[[8014, 9104], [8304, 8345], [8313, 8347], [8473, 8401], [9104, 9111]]","[[8126, 8106], [8304, 8345], [8304, 8345], [8304, 8347], [8451, 8473]]","[[3134, 3877, 3142, 3009, 6699, 1055, 3364], [3508, 3133, 3161, 1037, 1055, 3158, 3363], [6333, 3153, 6673, 6610, 3047, 0, 3340], [6653, 3118, 1052, 1056, 3158, 1052, 3363], [6676, 3153, 3047, 3035, 1018, 0, 3364]]","[[1055.0, 2015.0, 6672.0, 3006.0, 3508.0, 3086.0, 3363.0], [1056, 3158, 2031, 3165, 3118, 1052, 3340], [3871.0, 3116.0, 4646.0, 3020.0, 1052.0, 1058.0, 3364.0], [6672, 3047, 3153, 1043, 1042, 1055, 3364], [6692, 6610, 2055, 3047, 3044, 0, 3340]]","[12631, 13342, 15980, 18663, 21032]","[11520, 12248, 13672.0, 19365.0, 21375]","[12792, 20170, 20392, 24838, 33434]","[14431.0, 18078.0, 18394, 19647, 31779]","[4, 7, 7, 9, 10]","[1, 3, 4.0, 5.0, 7]","[1, 2, 5, 6, 6]","[4, 6.0, 7.0, 9, 11]","[2, 5, 8, 11, 12]","[1, 3, 5.0, 6.0, 9]","[3028, 3173, 6761, 13147, 19821]","[374, 1265.0, 2308.0, 3580, 12086]","[12, 17, 146, 171, 208]","[16, 54.0, 141, 145, 176.0]","[14, 17, 20, 25, 63]","[7, 17.0, 21, 26, 60.0]"
1627,"[555, 145, 5, 7, 82]","[233, 202.0, 432.0, 266, 43]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5011, 5008, 5005]]","[[5001, 5008, 5007], [5001, 5008, 5007], [5001, 5008, 5008], [5011, 5008, 5005], [5011, 5008, 5008]]","[[8010, 9111, 9104, 8014], [8010, 9111, 9105, 8299], [8112, 8139, 8138, 8135], [9923, 8126, 8136, 8105], [9923, 8139, 8138, 8135]]","[[8010, 9111, 9105, 8299], [8021, 8009, 9104, 8014], [8112, 8126, 8138, 8105], [8229, 8226, 8210, 8236], [9923, 8143, 8138, 8135]]","[[8226, 8237], [8242, 8444], [8304, 8347], [8345, 8304], [8473, 8453]]","[[8106, 8126], [8234, 8236], [8234, 8237], [8304, 8347], [8444, 8242]]","[[2055, 1082, 4646, 4645, 6655, 3020, 3364], [3115, 3157, 3124, 4646, 3087, 3006, 3363], [3179, 0, 3877, 3117, 6699, 3134, 3364], [3916, 6653, 3047, 3147, 3108, 0, 3340], [6610, 6692, 2019, 2031, 3006, 3123, 3364]]","[[1036.0, 1036.0, 3094.0, 3095.0, 3031.0, 3009.0, 3363.0], [3111, 6692, 3036, 6676, 1036, 1037, 3340], [3118, 4629, 4628, 3158, 1082, 1052, 3364], [3742.0, 0.0, 3871.0, 4005.0, 3117.0, 3145.0, 3364.0], [6698, 3155, 2021, 3111, 3134, 6701, 3363]]","[8816, 14885, 16646, 21679, 38205]","[9312.0, 15980, 17915, 18734.0, 26445]","[17724, 18354, 18926, 28172, 39089]","[19385, 19602.0, 19813.0, 29633, 31262]","[2, 3, 5, 8, 15]","[4.0, 6, 6, 7.0, 13]","[4, 6, 8, 8, 10]","[4, 6.0, 6, 8.0, 9]","[4, 6, 8, 8, 16]","[4, 5, 6, 12.0, 15.0]","[2737, 2807, 3555, 4676, 20599]","[3557.0, 3630, 4323.0, 8473, 24174]","[9, 29, 149, 228, 236]","[12.0, 21, 181.0, 184, 194]","[12, 14, 17, 24, 100]","[14, 18.0, 18, 25, 49.0]"
1396,"[245, 119.0, 64, 266, 888.0]","[53, 36, 3, 106, 222]","[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[[5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5008], [5001, 5008, 5008]]","[[5001, 5001, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5001, 5008, 5005], [5011, 5010, 5007]]","[[8008, 9111, 9104, 8014], [8010, 9111, 9104, 8014], [8010, 9111, 9104, 8299], [8112, 8143, 8138, 8105], [8465, 8401, 8473, 8453]]","[[8005, 9111, 9105, 8299], [8008, 8009, 9103, 8014], [8351, 8306, 8345, 8347], [8360, 8304, 8345, 8347], [8437, 8446, 8444, 8451]]","[[8233, 8236], [8233, 8237], [8345, 8347], [8347, 8304], [8453, 8444]]","[[8232, 8234], [8233, 8236], [8234, 8275], [8275, 8234], [8304, 8410]]","[[1054, 6610, 3158, 3071, 2021, 2055, 3340], [2065.0, 4005.0, 3871.0, 2055.0, 3067.0, 3158.0, 3364.0], [3142.0, 3134.0, 3814.0, 3033.0, 6697.0, 3009.0, 3363.0], [6610, 3111, 0, 1036, 3071, 1037, 3340], [6653, 1058, 1082, 3100, 3145, 3111, 3364]]","[[1033, 3877, 3009, 3067, 1029, 3002, 3364], [1054, 3152, 4632, 3113, 3047, 3916, 3364], [1055, 3087, 6672, 3006, 1037, 1038, 3363], [3084, 2422, 3076, 1054, 6660, 1031, 3340], [6610, 3742, 1033, 3158, 2022, 0, 3364]]","[9129.0, 15298, 20678, 20807, 33990.0]","[7671, 12255, 14931, 15298, 17125]","[14446.0, 17209.0, 17630, 25499, 27690]","[17418, 18925, 20322, 24278, 32397]","[0.0, 2, 5, 11, 14.0]","[0, 1, 3, 4, 7]","[1, 2, 4, 4.0, 4.0]","[3, 6, 6, 8, 9]","[8, 9.0, 10, 11, 12.0]","[1, 2, 3, 7, 10]","[931.0, 4625, 5499.0, 14186, 17503]","[339, 1608, 2211, 8257, 12013]","[19, 22.0, 156.0, 179, 207]","[14, 20, 140, 145, 151]","[6, 12, 15.0, 26, 53.0]","[15, 16, 17, 23, 43]"
